,test_sample,template_sample,category,n,matched,unmatched,LMA,LAD1,LAD2,LAD3,LCX1,LCX2,LCX3,D1,D2,OM1,OM2,OM3
32,87_LCA_RAO,,RAO,9,8,,LMA,LAD1,LAD2,,LCX1,LCX2,LCX3,D1,,OM1,LCX3,
33,90_LCA_RAO,,RAO,11,9,,LMA,LAD1,LAD2,D2,LCX1,LCX2,LCX3,D1,LAD3,OM1,OM2,
34,95_LCA_LAO,,LAO,11,1,,LMA,LCX1,LCX2,LCX3,LAD1,LAD2,LAD3,OM1,LCX3,D1,D2,
35,99_LCA_RAO,,RAO,11,11,,LMA,LAD1,LAD2,LAD3,LCX1,LCX2,LCX3,D1,D2,OM1,OM2,
36,B01_LCA_LAO,,LAO,9,5,,LMA,LAD1,D1,,LCX1,LCX2,LAD3,LAD2,,OM1,D2,
37,B13_LCA_LAO,,LAO,7,7,,LMA,LAD1,LAD2,,LCX1,LCX2,,D1,,OM1,,
38,B24_LCA_LAO,,LAO,7,5,,LMA,LAD1,LAD2,,LCX1,LCX2,,OM1,,D1,,
39,B30_LCA_RAO,,RAO,9,9,,LMA,LAD1,LAD2,,LCX1,LCX2,LCX3,D1,,OM1,OM2,
40,B35_LCA_LAO,,LAO,7,4,,LMA,LAD1,OM1,,LCX1,LAD3,,D1,,D2,,
41,B47_LCA_LAO,,LAO,9,5,,LMA,LAD1,D1,,LCX1,LCX2,D2,LAD2,,OM1,LAD3,
42,B56_LCA_RAO,,RAO,7,5,,LMA,LAD1,,,LCX1,LCX2,OM2,,,OM1,LCX3,
43,B59_LCA_RAO,,RAO,9,1,,LMA,LCX1,LAD1,D1,LCX2,LCX3,,OM1,LAD2,LCX3,,
44,B61_LCA_LAO,,LAO,7,5,,LMA,LAD1,D1,,LCX1,LCX2,,LAD2,,OM1,,
